coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sun May 08 11:07:01 +0000 2016,,https://twitter.com/terryalanbrown/status/729266348153524224/photo/1,http://buff.ly/1TtjoO8,0,729266348153524224,,,,en,,false,,0,,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Canadian wildfire halts rescue convoy https://t.co/61M7QTkozk https://t.co/cxyAUD0bVQ,https://twitter.com/terryalanbrown/status/729266348153524224,Tue Mar 10 17:12:59 +0000 2009,23617627,false,"Seasoned Marketer interests include F1, craft beer & Lotus cars",13097,825,1018,282,"Estero, Florida",Terry Brown,terryalanbrown,18516,,http://www.gotomarketers.com,false
,Fri May 27 02:26:30 +0000 2016,,,,0,736020727984443392,,,,en,,,,16,735919744382054400,NS_DNRR,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Welcome back. 24 NS wildfire fighters return tonight fr. Man. &amp; Alberta fires. Hard work, long days. Way to go crew! https://t.co/zzpeR1CzVi",https://twitter.com/Girvan_1/status/736020727984443392,Thu Oct 25 12:48:46 +0000 2012,903838092,false,Im a firefighter in Tri District Fire Rescue. I've been in the fire service for 11 years !,1179,102,87,1,"bridgewater , ns",Liam Girvan,Girvan_1,875,,,false
,Tue May 10 14:35:47 +0000 2016,ymmfire yeg ymm,https://twitter.com/tedgbauer/status/730043662713823232/photo/1,http://glbn.ca/tURBwx,1,730043662713823232,,,,en,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Video and pics of Monday's Fort McMurray wildfire damage media tour. #ymmfire #yeg #ymm https://t.co/PuDG6rosPI https://t.co/9a5HczVjJ3,https://twitter.com/tedgbauer/status/730043662713823232,Mon Sep 14 18:19:14 +0000 2009,74222072,false,"Indigenous Relations, ex-journo, homelessness solutions advocate, bad day trader, T8 member & @umjschool grad.",7015,4733,2660,195,Treaty 6 Territory,Ted Bauer,tedgbauer,43925,,,true
,Fri May 06 18:01:19 +0000 2016,,,http://ow.ly/4ntvvB,1,728645835244883968,,,,en,,false,,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Syrian refugees reach out to help victims of Fort McMurray wildfire. Canadians helping Canadians. https://t.co/s82ASeYDAc,https://twitter.com/CreaddoGroup/status/728645835244883968,Thu Nov 29 18:15:37 +0000 2012,978865296,false,"The Creaddo Group is a talented group of knowledgeable consultants who help charities lower their costs, increase their revenue and engage new donors.",2644,1082,1805,37,"Winnipeg, Manitoba, Canada",The Creaddo Group,CreaddoGroup,4561,,http://www.creaddogroup.com,false
,Sun May 08 12:58:39 +0000 2016,,,http://fb.me/5h5wknMCf,0,729294441165426689,,,,en,,false,,0,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","pssst.  The bag is up for sale.

Please help raise funds for the Alberta Wildfire 2016. As it stands, we have... https://t.co/zdW01SvC48",https://twitter.com/ParkerButtons/status/729294441165426689,Sat Aug 29 00:36:20 +0000 2009,69739724,false,A little bit o' this and a little bit o' that from an opinionated girl who loves to sew.  http://t.co/nQ327lRFgd,4,74,105,7, Canada,Parkerbuttons,ParkerButtons,1540,,http://www.facebook.com/parkerbuttonspage,false
,Mon May 16 01:55:34 +0000 2016,yxj,,,0,732026675039371264,,,,en,,,,2,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",BC Wildfire Service just sent out a release about smoky conditions in the Peace. #yxj,https://twitter.com/peadarhouston/status/732026675039371264,Wed Oct 13 19:53:09 +0000 2010,202320673,false,TSN | From the land of Alexander Keith's and the Donair,9651,553,647,12,"Toronto, Ontario",Peter Houston,peadarhouston,6027,,,false
,Wed May 18 19:46:41 +0000 2016,,,http://www.accuweather.com/en/weather-news/2016-canada-summer-forecast-severe-storms-to-strike-east-hot-dry-drought-wildfire-danger-west/57446337,3,733021006890184704,,,,en,,false,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","https://t.co/kwysQzSv3O 
Yay more fires, more drought... what a forecast!",https://twitter.com/Redsfreaky/status/733021006890184704,Sat Jan 12 02:02:06 +0000 2013,1081513452,false,"Agreeable-Contrarian, Feminist, Business Owner, Occaisonal Freelance Editor. She/her. Did I mention geek? I should mention geek jestheredsfreaky on the tumbls",153285,877,660,66,Calgary,Jes The Red 💗💛💙,Redsfreaky,92831,,,false
,Wed May 11 17:30:07 +0000 2016,,,http://fb.me/ZFdBMzG2,0,730449924224126976,,,,en,,false,,0,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Fort McMurray Update: Canadian Red Cross says CA$50 million ($39 million) will be given to Fort McMurray wildfire... https://t.co/6hbtMoBClh,https://twitter.com/shareBCnews/status/730449924224126976,Mon Jul 06 21:37:57 +0000 2015,3270415231,false,"News aggregator for British Columbia! @Spyrokid77666 runs this page, shares up-to-date info and Google News finds the articles.",3,423,32,46,"British Columbia, Canada",Share B.C News,shareBCnews,91536,,https://www.facebook.com/pages/Share-Your-News-for-British-Columbia/140322392755450?fref=ts,false
,Sat May 07 03:19:48 +0000 2016,,,http://fb.me/7UAQkJy9F,0,728786381640761345,,,,en,,false,,0,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Assistance for those impacted by the Fort McMurray wildfire. https://t.co/88GLGPBnDa,https://twitter.com/costeninsurance/status/728786381640761345,Tue Apr 19 16:29:10 +0000 2011,284614698,false,Your friendly neighbourhood Insurance Broker!,8,313,272,32,"Calgary, Alberta",Costen Insurance,costeninsurance,6751,,http://www.costeninsurance.com,false
,Mon May 16 23:26:58 +0000 2016,ymm ymmfire,,,0,732351665039278080,,,,en,,,732338103138967557,106,732349155658452993,YourAlberta,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","All camps north of #ymm, up to and including Ruth Lake Camp, &amp; all camps that use Aostra Rd are to evacuate #ymmfire https://t.co/axK8qWFxvj",https://twitter.com/martystruck/status/732351665039278080,Sun Mar 18 20:58:08 +0000 2012,528843843,false,Party with the Marty party,72485,86,372,10,Edmonton,marty pritchard,martystruck,9083,,,false
,Thu May 12 00:34:39 +0000 2016,,,,0,730556761250242560,,,,en,,,,5,730553390086819841,GlobalEdmonton,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WATCH: Wildfire evacuees line up across Alberta for financial assistance @TomVernonGlobal reports #ymmfire #abfire https://t.co/D8q7QUiAdn,https://twitter.com/EcoAmmo_sc/status/730556761250242560,Mon Mar 15 04:28:54 +0000 2010,123146233,false,"My passion stands at the intersection of Lean, Green & Respect for our fellow humans.",4035,562,685,25,Canada,Stephani Carter,EcoAmmo_sc,2058,,http://www.ecoammo.com,false
,Tue May 17 00:51:32 +0000 2016,ymmfire,,http://emergencyalert.alberta.ca/alerts/2016/05/3775.html,0,732372948858720256,,,,en,,false,,2,732358643086069760,CTV_CAMILLA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BREAKING: #ymmfire - More evacuations as wildfire approaches - Work camps evacuated.  https://t.co/b8I14p5K5C,https://twitter.com/crystalkessler/status/732372948858720256,Sun Sep 18 14:52:05 +0000 2011,375669612,false,"Canada-based Public Relations professional, lover of all things unique, and avid creator who communicates in three languages. Living in constant fernweh.",357,427,1102,15,Earth  ,Crystal Kessler,crystalkessler,2609,,,false
,Tue May 17 11:12:58 +0000 2016,ymm,,http://www.cbc.ca/news/canada/edmonton/growing-wildfire-forces-evacuation-of-fort-mcmurray-oilsands-camps-1.3585037,0,732529338269073408,,,,en,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",AM reads: Growing wildfire forces evacuation of #ymm oilsands camps https://t.co/nN0MDL0qP9,https://twitter.com/ajdavo/status/732529338269073408,Tue Feb 01 15:11:05 +0000 2011,245824772,false,Get on yer #biketo,2167,687,2885,35,"Toronto, Ontario",ajdavo,ajdavo,6623,,,false
,Sat May 07 05:55:15 +0000 2016,,,https://twitter.com/AC360/status/728737839207350272,0,728825504711647232,,,,en,"Lethbridge, Alberta",false,728737839207350272,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tragic what happend up there so many homes gone https://t.co/4Jy9SXFC6R,https://twitter.com/SanchiraVanity/status/728825504711647232,Sat Apr 10 04:15:09 +0000 2010,131396222,false,"🧟‍♀️Zombies/👻Ghosts/🕸Goth/🦄Pastel/🎀Lolita Fashion/🦁Leo/😈AHS 🐍Riverdale/🐱Sabrina/🧜‍♀️Mermaids/
💎Pokemon/👽IMVU/💜Anime💜",1288,163,555,2,"Lethbridge, Alberta",SanchiraVanity,SanchiraVanity,6201,,,false
,Thu May 12 21:38:42 +0000 2016,Alberta FortMacFire,,http://www.canadianlawyermag.com/legalfeeds/3259/alberta-law-firms-offer-generous-support-to-wildfire-victims.html,0,730874870746259456,,,,en,,false,,2,730833709599850496,LawTimes,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#Alberta law firms offer generous support to #FortMacFire victims https://t.co/BuggqtPTzu via @LegalFeedsblog #lawyers,https://twitter.com/CDLawyers/status/730874870746259456,Sun Dec 20 03:10:21 +0000 2009,98035859,false,"Dedicated to providing opportunities through professional & social networking with lawyers, industry professionals & CLE 
#Education#Networking#Leadership",8274,2294,1205,31,Toronto,Canadian Defence Lawyers,CDLawyers,11536,,http://www.cdlawyers.org,false
,Fri May 06 18:05:10 +0000 2016,FortMacFire Kamloops,https://twitter.com/CFJC_Today/status/728646803533373442/photo/1,http://cfjctoday.com/article/524560/massive-convoy-underway-move-fort-mcmurray-wildfire-evacuees,0,728646803533373442,,,,en,,false,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Massive convoy underway to move #FortMacFire evacuees | MORE: https://t.co/ctRbBXGk2w #Kamloops https://t.co/1w2emAgOdX,https://twitter.com/CFJC_Today/status/728646803533373442,Wed Aug 04 22:07:46 +0000 2010,174812966,false,"Your source everything #Kamloops! Follow us for news, weather, sports and more. Live weekdays at Noon, 5pm, 6pm and 11pm #CFJCNews Established 1957",78,18033,2293,257,"Kamloops, British Columbia",CFJC Today Kamloops,CFJC_Today,51551,,http://www.cfjctoday.com,false
,Wed May 11 13:13:33 +0000 2016,li yegre realestate edmonton mortgage,,http://ift.tt/1VSZPW8,0,730385357439700992,,,,en,,false,,0,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","""Fort McMurray wildfire: Red Cross has raised $60 million and counting"" https://t.co/LGhL7UxUhJ #li #yegre #realestate #edmonton #mortgage…",https://twitter.com/kevinsha1/status/730385357439700992,Fri Jan 07 08:48:35 +0000 2011,235078763,false,"REALTOR®, real estate analyst, Greater Vancouver and Edmonton markets.",52,524,739,97,"Vancouver, British Columbia",Kev Sha,kevinsha1,10915,,http://www.kevinsha.ca,false
,Wed May 11 20:25:38 +0000 2016,,,https://twitter.com/CreditUnionsBC/status/728740566947729408,1,730494091801190400,,,,en,,false,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Help those affected by the Fort McMurray wildfire by making a donation to the @redcrosscanada. Follow the link -&gt;  https://t.co/GpZtq0nwhN,https://twitter.com/Summerland_CU/status/730494091801190400,Fri Jan 08 23:58:04 +0000 2016,4730675240,false,Summerland Credit Union offers a full range of financial services. Celebrating our 75th anniversary in 2019. New members always welcome. “We Enrich Lives!”,81,195,184,3,"Summerland, British Columbia",Summerland CU,Summerland_CU,457,,http://www.sdcu.com,false
,Tue May 10 00:59:28 +0000 2016,,,http://www.news1130.com/2016/05/09/martin-mars-fort-mcmurray/,0,729838231454277632,,,,en,,false,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Not possible to use Martin Mars water bomber to help fight Fort McMurray wildfire: AB premier https://t.co/G6NhzHdGoL via @NEWS1130,https://twitter.com/MichaelZukDDS/status/729838231454277632,Fri Oct 15 15:30:02 +0000 2010,203115721,false,Exposing the Ugly Truth about harm linked to Approved Dentist Continuing Education programs...and unqualified administrators NOT protecting the public.,1081,766,1768,11,"Red Deer, Alberta",Michael Zuk DDS,MichaelZukDDS,14539,,http://www.confessionsofaformercosmeticdentist.com/,false
,Thu May 12 11:38:21 +0000 2016,,,,2,730723788225011713,,,,en,,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The Wildfire Relief initiative is now complete, and I will personally match all of the contributions 2 for 1. Thanks, all!",https://twitter.com/Genesisoflegend/status/730723788225011713,Mon Jan 11 01:57:28 +0000 2010,103724763,false,Indie RPG Designer & podcaster by night. He/Him/His. White Acadian Settler.  Migrated to Mastodon: @genesisoflegend@dice.camp and genesisoflegend@gmail.com,10786,3055,2071,111,Ottawa/Gatineau,@genesisoflegend@dice.camp,Genesisoflegend,50964,,http://www.genesisoflegend.com/,false
,Fri May 20 16:41:47 +0000 2016,ymmfire ymm yeg,,http://glbn.ca/9LG4Cw,1,733699248802390016,,,,en,,false,,0,,,"<a href=""https://www.spredfast.com/"" rel=""nofollow"">Khoros Publishing</a>",Fort McMurray wildfire: will cooler temperatures bring relief? Find out at the 11 AM update. #ymmfire #ymm #yeg https://t.co/BmEvTeNDlA,https://twitter.com/GlobalEdmonton/status/733699248802390016,Thu Feb 19 00:16:30 +0000 2009,21258217,false,Our City. Our News.,6462,239909,621,1268,"Edmonton, AB",Global Edmonton,GlobalEdmonton,220557,,http://globalnews.ca/edmonton/,true
,Fri May 13 13:31:42 +0000 2016,,,http://Critics.com http://ow.ly/lrBy500eLNp,0,731114698901467139,,,,en,,false,,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Canadian airlines break rules so wildfire victims can flee with pets - Monsters and https://t.co/0kfQx8UgqQ https://t.co/gqUdQXfarr,https://twitter.com/PetsAreWelcome1/status/731114698901467139,Tue Jul 23 01:33:13 +0000 2013,1614094081,false,Everything Pets.,1,110,15,11,"San Francisco, CA",Pets Are Welcome,PetsAreWelcome1,21706,,http://petsarewelcome.com,false
,Fri May 06 22:53:49 +0000 2016,wildfire,,http://youtu.be/t4aZ4wWv-u8,0,728719445300903937,,,,en,,false,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",A video I shot could help remind strong healthy people to donate some of their time for our province. #wildfire  https://t.co/wKEWdgnRYZ,https://twitter.com/PeterMarkowski/status/728719445300903937,Mon Mar 19 03:36:34 +0000 2012,529070617,false,"Photographer & Lighting guy for the film industry. A husband, father of 3, and a son to very special people in my life. Their worlds inspires me.",118,95,108,4,"Edmonton, Alberta",Peter Markowski,PeterMarkowski,241,,,false
,Tue May 10 01:04:29 +0000 2016,,,,0,729839492597604352,,,,en,,,,1,727918391219113984,BACEtweets,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Australian Breastfeeding Association supports for infant feeding in emergencies, tailored to wildfire evacuations: https://t.co/WIwtj7wxjD",https://twitter.com/Acudoula/status/729839492597604352,Mon Apr 02 01:54:23 +0000 2012,543102186,false,#indigenousbirthworker #reproductivehealthworker #lactationeducator #indigenousmother #acupuncturist #ceremonyhelper,740,202,170,8,"Edmonton, AB, Canada",Nadia Houle,Acudoula,559,,http://www.womensbalancehealth.com,false
,Fri May 06 18:42:23 +0000 2016,Fortmcmurray,,http://fb.me/7UoV5ZGhn,0,728656171750428673,,,,en,,false,,0,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","An update on #Fortmcmurray 

'The fire continues to burn out of control': Fort McMurray wildfire grows to 101,000... https://t.co/UOXzSdXQvZ",https://twitter.com/CKPM987/status/728656171750428673,Wed Nov 14 17:29:50 +0000 2012,948153620,false,"98-7 The Point, The Tri Cities local, independent radio station. Music for music lovers, with an ever-present finger on the pulse of the Tri-Cities and beyond!",59,1053,682,38,"Port Moody, BC",98-7 The Point,CKPM987,8296,,http://987thepoint.ca,false
,Mon May 16 21:32:12 +0000 2016,BCnews,,http://ow.ly/PvNa500lsNz,0,732322784433586178,,,,en,,false,,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",#BCnews Fort St. John fire wildfire safety update https://t.co/Co9O0RxR5K,https://twitter.com/CRGaryHessler/status/732322784433586178,Sun Aug 28 23:30:52 +0000 2011,363944238,false,Happily retired Husband & Grandpa | Dad to 2 fur-kids | VanCanucks & BCLions fan | Golf hack & photog bug | Ham radio operator - @VA7GCH | Visit me on my blog.,3,449,499,18,Campbell River,Gary Hessler 🇨🇦,CRGaryHessler,29218,,http://eclecticgrandpa.wordpress.com,false
,Sat May 21 13:57:06 +0000 2016,,,http://glbn.ca/DHj65c,0,734020196311179270,globalnewsto,,13896552,en,,false,,0,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@globalnewsto: Fort McMurray wildfire as big as PEI, crosses Saskatchewan border. 
https://t.co/3UnVhYR4zw
 Need help from other countries?",https://twitter.com/cwest0583/status/734020196311179270,Thu Feb 24 19:38:04 +0000 2011,257120803,false,"Director, AllRoads Dodge Jeep Ram Chrysler  https://t.co/0ctTOvy8f8 ; Director Goals childrens program; Board Member Transport Action Ontario",145,2679,4148,98,Ontario Canada,chris west,cwest0583,27159,,http://allroads.ca,false
,Sat May 07 22:10:15 +0000 2016,,https://twitter.com/LDComputers/status/729070869084000260/photo/1,http://ow.ly/4ntjQk,1,729070869084000260,,,,en,,false,,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Help is urgently needed! Donate to the @redcrosscanada Alberta Wildfire relief effort here: https://t.co/Hnll3znae5 https://t.co/OHKpazzSUQ,https://twitter.com/LDComputers/status/729070869084000260,Wed Jun 15 17:11:18 +0000 2011,317901597,false,"The Computer Departments of London Drugs. 100% Canadian with stores in Saskatchewan, Alberta, British Columbia and Manitoba #LDNerd Official Account",265,1158,1181,59,Western Canada,LD Computers,LDComputers,11069,,http://nerdblog.londondrugs.com,false
,Sat May 07 12:10:55 +0000 2016,,,,0,728920042046402560,,,,en,,,728887121906388994,1,728917040082395138,DanielleThorny,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","If you can give anything, please donate to @redcrosscanada. This is absolutely devastating to see. https://t.co/R8KeccitiS",https://twitter.com/DPAWestonPhD/status/728920042046402560,Mon Nov 26 02:35:37 +0000 2012,971180676,false,Special Ed #onted Teacher 23+ yrs ~ Dyslexic Story Teller ~ she/her/elle ~ Reading Advocate,81198,4966,4978,235,"Ontario, Canada",Deb Weston,DPAWestonPhD,106606,,http://westoka.com,false
,Mon May 16 21:02:43 +0000 2016,,https://twitter.com/douknowdotcom/status/732315364172828672/photo/1,http://www.douknow.com/whatshot/help-victims-fort-mcmurray-wildfire/,1,732315364172828672,,,,en,,false,,0,,,"<a href=""http://www.douknow.com"" rel=""nofollow"">Siteconnect_duk</a>",6 Ways to Help Victims of the Fort McMurray Wildfire - https://t.co/axIy5rl4dD https://t.co/LOFhYERhzx,https://twitter.com/douknowdotcom/status/732315364172828672,Sun Jul 29 21:45:25 +0000 2012,724690692,false,Stay in the know with DOUKNOW.,5052,9141,936,28,"Toronto, Canada",DoUknow Media,douknowdotcom,2985,,http://www.douknowcovid-19.com,false
,Tue May 10 07:19:35 +0000 2016,,,http://www.thesudburystar.com/2016/05/09/premier-rachel-notley-to-tour-fort-mcmurray-wildfire-damage-today,0,729933891449016321,,,,en,,false,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","2,400 structures destroyed | Sudbury Star https://t.co/aqr6NLP1IS",https://twitter.com/SudburyStar/status/729933891449016321,Mon Jan 12 21:38:55 +0000 2009,18916699,false,"Don MacDonald, Managing Editor",33,21869,3843,225,"Sudbury, Ontario",SudburyStar,SudburyStar,96671,,http://www.thesudburystar.com,false
,Thu May 12 22:31:31 +0000 2016,,,http://bit.ly/1TIzRhx,0,730888159945445376,,,,en,,false,,15,730881407933943809,BingDevils,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Their home was lost to the wildfire in Fort McMurray. 

Here's how you can help → https://t.co/9Des1Y6gmI",https://twitter.com/RickFraser2132/status/730888159945445376,Sat Sep 10 02:40:09 +0000 2011,371035452,false,Smiths Falls boy at heart. Proud dad of 3 boys. Knight of Columbus member. SENS FAN🇨🇦❤️Jays & Raptors fan,50741,839,1284,20,"Brockville, Ontario",Rick Fraser,RickFraser2132,37450,,,false
,Mon May 09 18:42:12 +0000 2016,,,http://bit.ly/21Pqlj0,1,729743286093537280,,,,en,,false,,0,,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Atlantic provinces commit $250,000 to Alberta wildfire relief: Fort McMurray has long helped support the Atla... https://t.co/wGdAMGOMMa",https://twitter.com/PEIGuardian/status/729743286093537280,Thu Apr 30 13:09:35 +0000 2009,36657399,false,Covers Prince Edward Island Like the Dew,959,35635,472,411,"Prince Edward Island, Canada",The Guardian,PEIGuardian,117493,,https://www.saltwire.com/prince-edward-island/,true
,Fri May 06 18:29:10 +0000 2016,ymmfire,,http://www.jwnenergy.com/article/2016/5/six-canadian-oil-and-gas-associations-have-jointly-launched-red-cross-wildfire-funding-portal/ http://JWNenergy.com,0,728652843318714368,,,,en,,false,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",6 Cdn oil / gas associations jointly launch Red Cross wildfire funding portal https://t.co/Lg52WIP85v (https://t.co/uTekvpG8sc) #ymmfire,https://twitter.com/wendy_PRLady/status/728652843318714368,Sat Oct 29 02:49:19 +0000 2011,400469457,false,"Supporting Cdn business evolution for over 20 years. Energy transition, technology disruption, agriculture and wellness.",116,225,209,18,"Calgary, Canada",Wendy Ell,wendy_PRLady,845,,http://www.glaciermedia.ca,false
,Wed May 11 20:00:34 +0000 2016,,,https://apple.news/A4kScd2ZnPuSH8eTcYMFIog,0,730487785098870784,,,,en,,false,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Video; Evacuees of Fort McMurray, Alberta, wildfire line up to receive emergency debit cards from  https://t.co/HDxWzOyIvt",https://twitter.com/DailyPlanetDC/status/730487785098870784,Mon Feb 24 01:25:56 +0000 2014,2358751712,false,Where heroes are born and the story continues. Not affiliated with WB/DC,43741,22064,8903,108,"Minneapolis, MN",Daily Planet,DailyPlanetDC,47452,,https://dailyplanetdc.com,false
,Sat May 07 15:37:26 +0000 2016,,,,0,728972015558905856,,,,en,,,,1,728953940973375488,MrSmithsGrade2s,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",A boy in Whitby holding a lemonade stand today to help wildfire victims. Please go if you can @whitby_shores. https://t.co/3wIBkijf9a,https://twitter.com/whitby_shores/status/728972015558905856,Sat Apr 30 01:06:51 +0000 2011,290273629,false,"Whitby Shores Public School is 'On the Trail to Learning, Caring and Action.'",1188,955,165,11,"Whitby, Ontario, Canada",Whitby Shores PS,whitby_shores,3991,,http://whitbyshores.ddsbschools.ca/,false
,Fri May 06 14:52:56 +0000 2016,yyc ymmfire,,http://pinterest.com/pin/380483868500452960/,0,728598429258133504,,,,en,,false,,0,,,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>",#yyc @ymmhelp - #ymmfire When Rita Khanchet saw images of a vicious wildfire destroying homes and up https://t.co/eUbwmikdMr,https://twitter.com/keesdenhartigh/status/728598429258133504,Mon Sep 22 14:54:24 +0000 2008,16404216,false,"Founder @OrganicSoMe  🇨🇦 Gratefully residing on traditional territories of the W̱SÁNEĆ & Lkwungen-speaking people. 
 https://t.co/bA6wN8EacT",23566,5272,5741,674,North Saanich,@keesdenhartigh@universeodon.com 🇨🇦,keesdenhartigh,73315,,https://OrganicSocialMedia.ca,false
,Thu May 19 10:45:55 +0000 2016,,,http://www.theplayerstribune.com/scottie-upshall-blues-fort-mcmurray-wildfire/,0,733247307265761284,,,,en,,false,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Powerful story by Fort McMurray native @ScottieUpshall on the damage to his hometown in the @PlayersTribune 
https://t.co/ayZv2DORLc",https://twitter.com/Swift01_2000/status/733247307265761284,Sun May 24 10:52:00 +0000 2009,42195974,false,"Sports Junkie! Movies, Music and Food are my Life. 
Politically Opionated Canadian. 
🇺🇦🌻",332031,2135,3365,20,"Toronto, Canada",The Ubiquitous J-Man,Swift01_2000,117799,,,false
,Fri May 27 01:47:05 +0000 2016,ABEmergencyAdvisories,,,0,736010807138361344,,,,en,,,,6,735996204622843904,511Alberta,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#ABEmergencyAdvisories: Severe thunderstorm warning in effect for Red Deer and surrounding areas. The wildfire co... https://t.co/57ZJxsdOB4,https://twitter.com/itsrouel/status/736010807138361344,Sun Nov 01 23:16:38 +0000 2015,4095582672,false,Liverpool FC and a casual NHL fan,457710,1035,1778,19,"Edmonton, Alberta",Rouel,itsrouel,164076,,,false
,Mon May 09 14:12:23 +0000 2016,,https://twitter.com/edmontonjournal/status/729669166232305664/photo/1,http://edmontonjournal.com/news/local-news/premier-rachel-notley-to-tour-fort-mcmurray-wildfire-damage-today,0,729675384740925440,,,,en,,false,,5,729669166232305664,edmontonjournal,"<a href=""http://www.github.com/lashgar"" rel=""nofollow"">yegnow_discovery</a>",Premier Rachel Notley to tour Fort McMurray wildfire damage today https://t.co/m3gwzLU7Au https://t.co/Nsivz7Snzj,https://twitter.com/yegnow/status/729675384740925440,Fri May 06 20:36:16 +0000 2016,728684827440861185,false,Live from Edmonton listing the events happening in the town RIGHT NOW! Check our website for muuch more events below:,2,2731,1423,579,Edmonton,Edmonton AB Now,yegnow,82967,,https://www.ahmado.com/GlobeNow/index.php?citycode=yeg,false
,Fri May 06 13:06:50 +0000 2016,Toronto FortMacFire PrayForFortMcMurray,,,1,728571726519517184,,,,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pause on a beautiful, sunny, wildfire-free day #Toronto &amp;think of convoy400 - donate @redcrosscanada ❤️🇨🇦 #FortMacFire #PrayForFortMcMurray",https://twitter.com/louiseberube/status/728571726519517184,Tue Aug 16 20:38:44 +0000 2011,356418477,false,Director @NABS_Canada HR professional Summited KILIMANJARO w 18 others 01.17.15 to raise funds to advance the critical work nabs does for CDNs in our industry.,1556,400,1031,107,Toronto,Louise Berube,louiseberube,11208,,,false
,Fri May 06 17:37:03 +0000 2016,,,http://www.cbc.ca/1.3570021,0,728639727436333056,,,,en,,false,,1,728639602114887680,natnewswatch,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This -&gt; Cape Breton bride 'blown away' by dress donations after Fort McMurray wildfire https://t.co/EHk9pLSdOL,https://twitter.com/dwyldethang/status/728639727436333056,Tue May 10 17:31:56 +0000 2011,296386115,false,"Optomist, Lesbian, Berner and Brittany lover, Proud British Canadian.",6613,50,285,0,Edmonton,Dee Wild🏳️‍🌈,dwyldethang,1844,,,false
